Image Name,Head Height,Face Height,Face Height 2,Face Height 3,Face Width,Face Width 2,Orbits Intercanthal Width,Orbits Fissure Length(left and right),Orbits Biocular Width,Nose Height,Nose Width,Labio-oral region,Intercanthal Face Height,eye fissure height (left and right),orbit and brow height (left and right),Columella Length,Upper Lip Height,Lower Vermilion Height,Philtrum Width,lateral upper lip heights (left and right),Lower Face Height,Upper Vermilion Height,edge_of_similarity_average,Average_ITA
123.jpg,240.13329631685815,721.3355668480517,481.20369907140156,278.5821243367923,560.1080252951211,401.49844333446674,148.0135128966271,248.03225596683993,341.0131962256006,203.03940504246953,109.00458705944443,215.00232556881798,341.62113517755307,49.678969393496885,111.00450441310929,60.67124524847005,91.13725912051558,613.9983713333448,135.0,100.16985574512923,187.45132701584163,563.529058700614,0.883899986743927,-0.3730160990310486
124.jpg,227.27076362788065,688.0465100558247,462.2769732530488,258.62714474702767,490.0163262586258,349.14323708186015,137.0,227.1079038695043,325.0,204.00980368599937,104.01922899156675,197.00253805471644,279.46019394539894,48.16637831516918,98.04590761474952,55.44366510251645,90.08884503644167,581.2099448564176,126.00396819148197,94.86832980505137,168.58232410309213,518.6135362676142,0.8891000151634216,-2.7940893140548466
125.jpg,244.2396364229197,696.2592907818179,454.2158077390086,259.8499567057882,550.2326780553841,377.1949098277971,150.02999700059985,247.01821795163207,353.02266216207704,195.12560057562922,111.0,204.00245096566854,288.44410203711914,53.81449618829484,111.07204868912791,55.54277630799526,85.37564055396598,582.0008591058952,128.0,98.08159868191383,174.4849563716024,523.0716968064703,0.8934999704360962,-3.288751763402003
126.jpg,211.00236965494014,684.2923351901584,473.38145295311267,291.3485884640597,572.2237324683415,410.5374526154709,149.08386901338454,257.0486335306998,351.20506830055854,183.22117781522965,134.01492454200763,270.14995835646545,342.80023337214925,42.720018726587654,104.12012293500234,65.5133574166368,86.57944328765345,573.1195337798215,166.10839834276894,82.63776376451628,204.79257799051214,516.0155036430591,0.8946999907493591,-10.798437404400968
127.jpg,239.10876186371758,658.1489193184169,420.09641750436293,247.29132617218906,558.0725759253899,385.21941799447234,149.05368160498418,252.01785651020842,360.04999652825995,173.02600960549256,103.00485425454472,215.03720608304042,292.205407205274,53.2634959423431,110.45361017187261,59.30430001273095,86.14522621712709,549.976363128453,129.00387591076478,82.28000972289685,161.15210206509875,484.7844882006849,0.8989999890327454,-9.00668493688197
128.jpg,259.1138745802702,738.3278404611328,480.0041666485823,284.0633732109791,569.1063169566826,400.3198721022977,150.0,254.19677417308034,363.00137740785505,196.04081207748553,114.0175425099138,278.044960393099,317.83328963467625,51.61395160225576,117.03845521878696,55.226805085936306,109.01834707974616,630.7408342576213,176.02556632489498,77.47257579298626,175.04570831642803,524.6961025203065,0.8963000178337097,5.881676000680316
129.jpg,254.07085625864295,693.0353526336156,439.00113895068654,257.07002936943076,571.2241241404288,384.4697647410001,149.01342221424215,257.12448347055556,360.0347205478938,182.0686683644388,113.01769772916099,262.0477055804916,341.796723214252,51.03920062069938,118.27087553578015,52.23983154643591,100.04498987955368,612.4638764857891,157.01273833673497,75.02666192761077,157.0286598045083,531.304997153236,0.878000020980835,-11.881839198318367
13.jpg,234.61670869739862,746.268048357961,512.0087889870641,292.0616373302047,608.0074012707411,423.0011820314454,159.0,272.06616842231597,382.00130889828114,220.02045359466015,154.0,308.0259729308553,363.5519220138989,43.41658669218482,85.00588214941364,47.01063709417264,101.01980003939822,665.552402144264,195.00256408570633,81.12336284942828,191.04188022525324,583.6822765854724,0.8960999846458435,-21.64289558032609
130.jpg,244.46267608778237,783.2304897027439,542.4463107073362,330.55256768024054,589.7134897558306,420.41527089295886,146.27713423498562,233.54871012274933,337.4803697994892,213.23461257497573,113.0,219.03652663425797,248.55582873873627,43.840620433565945,107.78682665335315,78.16009211867653,113.53413583587978,586.2158305607245,140.03213916812098,105.94810050208545,217.0184323968819,506.4484179065031,0.8970000147819519,2.5942805750574647
131.jpg,247.24481794367298,706.0453243241541,459.0098038168684,266.60832695172894,564.8760926079276,382.42384862871717,150.16324450410627,269.0669061776271,372.34392703520757,193.58202395883765,128.2497563350512,273.3587386567329,368.0230971012553,51.40038910358559,123.00406497347964,57.0087712549569,87.36704184073076,622.5793122165239,165.3027525481654,68.87670143089025,179.27911200137063,548.9927139771529,0.8700000047683716,-0.828105280450285
132.jpg,243.52617929085162,748.3535260824258,505.04851252132204,282.11345235560816,594.0134678607885,420.1713936002783,154.00324671902212,256.09568524284043,354.00564967243105,223.0022421411946,123.0,248.0080643850115,374.30068127108717,46.87216658103186,92.13576938409967,45.09988913511872,91.02197536858887,673.715073306216,155.00322577288512,91.4166286842826,191.09421759959145,610.3613683712298,0.8939999938011169,-2.876496893133116
133.jpg,253.78928267363852,748.2673319075209,495.0,284.01584462842914,581.1239110551209,417.1450587026053,153.00326793895613,260.2325882744127,367.0054495508207,211.0213259365034,116.0,256.0019531175495,343.14574163174456,48.25971404805462,106.0,56.08029957123981,101.07917688624102,649.6676073193122,160.00312496948303,86.16263691415206,183.0027322200409,569.3856338194704,0.8960000276565552,-12.261963646123855
134.jpg,220.81893034792103,712.2274917468435,492.00101625911304,302.00662244394573,607.0131794285854,455.00989000240423,152.0,259.0308861892728,365.0013698604431,190.0026315607234,113.00442469213318,212.00235847744713,298.0268444284843,49.678969393496885,113.28283188550682,80.02499609497022,90.0499861188218,547.4422343955571,128.00390619039717,106.60675400742676,212.00235847744713,505.0594024468805,0.8960999846458435,-9.45770762939339
135.jpg,234.00213674238105,723.0110649222459,489.0092023673992,274.35743110038044,622.042603042589,424.9823525747863,159.11316727411344,272.0018382290826,371.22769293251815,215.2812114421507,136.1800279042415,261.19150062741323,393.7321424522006,45.27692569068709,86.02325267042627,50.00999900019995,82.15229759416349,659.7764773012145,162.15116404145854,82.85529554590944,192.21082175569617,605.9414163101908,0.8939999938011169,-1.0175235514568624
136.jpg,258.21309029559285,699.0178824608138,442.45225731145274,229.0589443789524,540.2675263237649,359.94027282314494,147.0,248.39484696748443,357.0,214.00934559032697,122.03687967167957,253.07113624433742,334.96417718914364,51.40038910358559,108.07404868885037,41.0,78.40918313565064,640.6910331821415,154.0519392932137,77.89736837660179,150.65191668213185,567.3129647734132,0.9014000296592712,-10.114248627817588
137.jpg,244.10038918445008,676.0739604510737,432.010416541083,226.07963198837706,550.2944666267325,367.99184773578884,147.03060905811415,258.2343896540505,359.03481725314606,206.0218435020908,129.0968628588627,266.1879035568671,372.1518507276297,51.31276644267,99.18165152889924,36.49657518178932,72.00694410957877,644.2313249136524,161.07762104029226,71.11961754677819,154.0811474515945,576.6359336704572,0.8842999935150146,3.3277898967584134
138.jpg,239.5349661322956,715.2265375389815,476.0042016621282,262.00763347658403,571.0078808562978,397.0314848976086,148.0135128966271,249.45139807184887,350.03571246374275,214.0,126.00396819148197,250.01799935204664,366.7219655270188,46.32493928760188,90.00555538409837,40.19950248448356,89.05054744357274,658.7268022480944,157.01273833673497,83.00602387778854,173.0028901492689,592.9856659313107,0.9020000100135803,-39.90201431157975
139.jpg,266.54267950930483,758.1688466298256,497.09657009478553,289.88618456214846,572.1546993602342,385.0519445477454,126.09916732476864,201.48697228356974,304.2367499169027,211.94574777522666,106.38138934982942,198.3053201505194,280.14639030335553,40.45985664828782,123.14625451064275,69.31810730249349,100.2845950283492,625.9265132585454,127.251719045363,95.46203433826454,189.64440408301004,539.6897256757812,0.8924999833106995,-19.31486247587862
14.jpg,243.90571949013415,753.4839082555114,510.03529289648185,301.0597947252339,579.0008635572144,407.0196555450363,153.00326793895613,252.1269521491108,352.00568177232594,209.0,128.0,293.0,345.5575205374642,44.94441010848846,94.26027795418386,46.04345773288535,112.0714058089752,648.993836642537,189.0,77.47257579298626,189.01058171435798,558.6447887522088,0.8907999992370605,-28.29677486379382
140.jpg,227.27076362788065,688.4184773813091,462.0,260.0076921939041,533.0459642469868,376.06515392947534,151.00331122197287,249.0501957437496,349.0014326618159,202.00990074746338,132.015150645674,256.0019531175495,316.51224304914336,42.720018726587654,93.08598175880189,44.04543109109048,78.00640999302557,588.3961250722169,159.00314462299164,79.62411694957753,182.02472359545007,528.1552801970269,0.8888999819755554,-5.099216538938861
141.jpg,240.01041644062033,716.2792751434317,477.0041928536897,277.01624501101014,559.0035778060817,394.0203040453626,158.0,256.0703028466987,355.00140844791025,200.0024999843752,129.00387591076478,289.0017300986276,329.0835760107149,43.04648650006177,97.62171889492625,43.01162633521314,98.02040603874276,617.629338681381,180.0,78.7210264160726,179.00279327429502,537.4430202356339,0.8863999843597412,-0.8421057793521881
142.jpg,244.9693858423946,724.5032781154272,481.01663172909105,275.26169366622736,537.4923255266069,388.6811032195931,149.00335566691106,248.12899870833317,354.0127116361784,206.15528128088303,112.04017136723775,249.0020080240318,301.43821920917725,46.61544808322666,107.00467279516349,57.21887800367987,100.04498987955368,611.6804721421144,157.00318468107582,83.21658488546619,175.231275747225,525.594901040716,0.9093000292778015,-17.421946622715993
143.jpg,236.21176939348302,701.0256771331561,465.0172039828204,257.0,546.3304860613217,379.5813483299726,150.0133327407934,253.09681941897256,352.05113264978996,208.0384579831335,132.03408650799233,295.0610106401725,352.02982828163863,45.79301256742124,88.05112151472007,39.20459156782532,91.00549433962765,641.3930152410455,186.04300578092153,69.83552104767315,166.00301202086666,556.5177445508813,0.8781999945640564,5.696173515118906
144.jpg,224.57070156189118,719.0062586653888,495.17067764559727,286.574597618142,559.8928468912601,392.5939378034256,138.13037319865606,238.10291892372928,317.35469115801646,210.68697159530296,125.19584657647394,220.27482833950864,377.94311741318955,42.80186911806539,86.20904824900923,56.302753041036986,93.7709976485267,642.8257928863776,141.1736519326464,90.13878188659973,192.84190415985836,588.9261413793754,0.9096999764442444,-25.684593384423383
145.jpg,238.66294224282078,725.5687424358907,491.02545758850425,309.2733418838423,573.9276957945139,394.8493383557835,142.0563268566381,234.21357774475842,344.17582715815473,182.8879438344693,123.01625908797584,254.0,221.75887806353998,42.5205832509386,117.15374513859982,78.33900688673555,106.1178590059185,525.1990099000568,161.00310556011024,85.7962703152066,203.15757431117353,431.97337880938915,0.8822000026702881,-8.023860415265892
146.jpg,249.55961211702507,736.0061141050392,491.54959058064526,255.54842985234717,599.9641655965796,389.34432062122085,143.22360140703069,232.69078194032525,343.582595601116,239.1693960355296,142.42541907960108,243.52617929085162,341.4703501037828,44.10215414239989,81.15417426109393,47.16990566028302,73.24616030891995,674.353764725904,152.3975065412817,89.05054744357274,182.4828759089466,613.8607333915405,0.8960999846458435,1.7446261683385726
147.jpg,266.9175902783479,747.1505872312489,486.3342472004208,277.1154993860863,568.8629008821018,382.623836162882,128.01562404644207,209.0861066642162,321.00623046912966,213.67732682715777,116.15506876585283,203.1206537996567,277.8812696098821,43.18564576337837,117.09824934643558,65.86349520030045,89.10667763978185,608.888331305503,126.09916732476864,92.61209424259879,188.08774548066654,539.6906521332382,0.892300009727478,-3.934031376802769
148.jpg,233.13729860320507,661.0484097250367,428.0,236.05296015936761,517.2475229520196,339.7131142596647,143.0,245.09997960016236,341.0058650522011,192.06509313251067,120.01666550941998,225.01999911119012,329.81509971497667,48.60041152089147,106.38138934982942,42.579337712087536,83.02409288875127,590.9246990945632,140.03213916812098,74.32361670424818,153.0294089382822,529.1625459157138,0.8858000040054321,-40.401531463877575
149.jpg,234.0363219673391,713.1795005466716,480.0374985352707,263.0931394012394,576.0008680549015,413.0048425866215,158.0,258.0697580112788,358.00558654859003,217.00230413523263,132.015150645674,243.0,343.7397271192261,44.654227123532216,92.0,49.040799340956916,78.05767098754612,626.9290230959164,149.0,97.86214794290998,185.04323819042943,586.6941281451519,0.8851000070571899,0.3291038645937227
15.jpg,246.0995733437992,702.0840405535508,456.1238866799238,270.1481075262235,548.0739001266161,364.6052660069517,146.08559134972896,247.51767613647314,338.14789663695973,187.0106948813356,119.0,207.0024154448445,341.74405627603824,49.64876634922564,113.13708498984761,62.369864518050704,100.17983829094555,623.407571336762,133.01503674397117,99.45853407325085,170.31735084835015,549.3887512499687,0.8883000016212463,-21.313543246404183
150.jpg,246.3980519403512,708.1588804781029,462.00108224981466,267.0074905316328,530.1141386531772,379.2967176235513,143.0034964607509,250.0719896349849,353.01274764518064,195.00256408570633,113.01769772916099,260.0307674103201,328.612233491086,53.41348144429457,113.03981599418853,47.16990566028302,95.02105029939419,608.3978961173353,165.01212076693034,71.30918594402827,172.0,522.6365850186916,0.8845000267028809,-20.82418337903377
151.jpg,239.00209204105306,747.000669343743,508.0,298.24151287169934,625.0959926283323,437.65283044897586,161.00310556011024,267.0,361.0221599846746,210.34257771549724,133.0338302838793,276.02898398537786,383.2557892582968,45.221676218380054,98.73196037757987,50.21951811795888,93.08598175880189,650.9416256470314,174.01149387324966,86.92525524840292,205.15603817582362,592.186625988801,0.8985999822616577,-9.471669860016528
152.jpg,221.73181999884454,597.271295141496,376.0,219.00228309312212,574.0313580284617,371.0862433451286,153.00326793895613,259.3260495977988,368.0,157.00318468107582,108.0,225.00888871331284,311.58947350640716,53.009433122794285,97.0051545022222,49.01020301937138,89.00561780022652,546.7037589042168,136.01470508735443,68.54195795277518,130.0,479.4663700406943,0.9067000150680542,-48.5545259824394
153.jpg,255.01568579207046,745.0241606820547,492.6865129065337,277.73548566936853,598.1454672569207,396.41518638921997,146.16771189288008,244.28262320517192,352.51241112902676,216.05786262017867,128.2497563350512,288.5012998237616,337.88163607985564,47.16990566028302,97.25224933131366,51.24451190127583,97.32420048477151,667.9895208758892,179.3376703316958,79.05694150420949,180.62391868188442,569.5305084014376,0.9007999897003174,-11.864954001057594
154.jpg,247.65500196846418,755.5957914123132,508.1417125172859,290.2912330746487,560.000892856431,394.0203040453626,152.0526224699857,250.2418829852429,348.0703951789063,218.0022935659164,122.00409829181969,244.0,349.87140494758927,50.0,103.04368005850722,51.24451190127583,94.04786015641186,650.403720776565,157.00318468107582,94.5568612000208,196.25493624365222,585.8907748036318,0.9086999893188477,-10.310881899577732
155.jpg,245.0979396078229,725.1765302324669,482.26548705044195,280.8629559055448,533.3385416412356,373.05227515724926,145.00344823486094,244.16592718886884,350.0014285685131,202.08908926510605,104.00480758118829,241.0020746798666,300.416377715996,55.31726674375732,103.39245620450265,51.419840528729765,103.58571330062848,612.8172647698497,151.00331122197287,85.0881895447306,177.341478509682,527.193512858419,0.885200023651123,-6.152935178133337
156.jpg,240.63457773146402,735.4597201750753,496.0040322416744,283.0635970943632,542.0747180970535,383.0469945058961,149.00335566691106,244.00204917172314,341.0058650522011,213.03755537463343,131.0,245.0,310.94211679989576,40.22437072223753,101.31633629380802,52.08646657242167,91.00549433962765,607.7910825275409,153.00326793895613,89.15716460273958,192.06509313251067,544.2425929675111,0.8828999996185303,9.305427154039243
157.jpg,230.4886114323222,658.0919388656877,428.01869118065395,256.03124809288414,576.0034722117567,404.01980149492675,157.00318468107582,265.1207272168662,373.001340480165,172.0,116.0,249.0020080240318,316.07752213657966,49.64876634922564,105.11898020814318,58.008620049092706,94.00531899844816,566.5906811799855,149.0,86.03487664894976,162.02777539668932,503.5642957954823,0.8797000050544739,-15.181156353122033
158.jpg,255.27436220662662,765.316274490488,512.1406056933974,290.68883707497264,592.3723491183565,405.77087130546965,149.03019828209315,242.20652344641752,347.09220676932523,222.14409737825582,134.03357788255897,250.01799935204664,320.3404439030451,38.58756276314948,103.39245620450265,55.731499172371095,88.2779700718135,635.1606096098844,156.00320509528,85.86617494683223,202.41788458533006,564.4864923096035,0.8896999955177307,0.33090484426623756
159.jpg,222.5758297749331,707.5542382036871,485.14843089512306,262.42903802742563,538.0232336990662,376.34027156285043,149.00335566691106,254.159398803192,354.0127116361784,223.0201784592596,138.0,267.0074905316328,355.75975039343615,45.79301256742124,79.05694150420949,38.8329756778952,81.39410298049853,639.7257224780008,170.01176429882727,76.55716818169282,181.13530854032848,575.3677085134341,0.902400016784668,10.967532633230563
